일자,5CM 정시 지중온도(°C),10CM 정시 지중온도(°C),20CM 정시 지중온도(°C),30CM 정시 지중온도(°C),0.5M 정시 지중온도(°C),1.0M 정시 지중온도(°C)
2022-03-11 5:00,4.2,5.3,5.6,9.1,8.6,8.9
2022-03-11 6:00,3.6,4.6,5,9,8.6,8.9
2022-03-11 7:00,3.2,4.2,4.5,8.8,8.6,8.9
2022-03-11 8:00,3.6,4.1,4.3,8.6,8.5,8.9
2022-03-11 9:00,5.4,5.2,4.7,8.4,8.6,8.9
2022-03-11 10:00,7.4,6.8,5.6,8.2,8.6,9
2022-03-11 11:00,9.7,8.7,6.8,8.2,8.6,9
2022-03-11 12:00,12.7,11.2,8.7,8.4,8.8,9.3
2022-03-11 13:00,14.7,12.9,10.1,8.5,8.8,9.3
2022-03-11 14:00,17.7,15.6,12,8.7,8.9,9.3
2022-03-11 15:00,18.5,16.7,13.5,9,8.9,9.4
2022-03-11 16:00,19.2,17.6,14.6,9.4,9,9.5
2022-03-11 17:00,18.6,17.7,15.1,9.9,9.2,9.6
2022-03-11 18:00,17.2,16.9,14.9,10.2,9.2,9.6
2022-03-11 19:00,15.4,15.6,14.1,10.4,9.1,9.4
2022-03-11 20:00,13.5,14,13.1,10.4,8.9,9.2
2022-03-11 21:00,12.3,12.9,12.2,10.5,8.9,9.1
2022-03-11 22:00,11.3,11.9,11.4,10.6,9,9.1
2022-03-11 23:00,10.3,11,10.7,10.6,9.1,9.1
2022-03-12 0:00,9.5,10.2,10,10.5,9.1,9
2022-03-12 1:00,8.6,9.4,9.2,10.4,9.1,9.1
2022-03-12 2:00,8,8.8,8.7,10.4,9.2,9.1
2022-03-12 3:00,7.5,8.2,8.1,10.2,9.2,9.1
2022-03-12 4:00,7.3,7.9,7.7,10.1,9.2,9.1
2022-03-12 5:00,7.5,7.9,7.5,9.9,9.3,9.1
2022-03-12 6:00,7.7,8,7.5,9.8,9.3,9.1
2022-03-12 7:00,7.7,7.9,7.4,9.7,9.3,9.1
2022-03-12 8:00,8.1,8.1,7.5,9.6,9.3,9.1
2022-03-12 9:00,9,8.8,7.9,9.5,9.3,9.2
2022-03-12 10:00,11.7,10.8,9.3,10,9.8,9.7
2022-03-12 11:00,14.9,13.2,10.8,9.9,9.8,9.6
2022-03-12 12:00,17.7,15.8,12.7,10,9.8,9.7
2022-03-12 13:00,19.9,17.8,14.6,10.1,9.8,9.6
2022-03-12 14:00,22,20.1,16.4,10.4,9.8,9.6
2022-03-12 15:00,23.1,21.5,17.9,10.8,9.9,9.7
2022-03-12 16:00,23,21.9,18.7,11.4,10,9.8
2022-03-12 17:00,22,21.4,18.8,11.9,10.1,9.8
2022-03-12 18:00,20.5,20.4,18.5,12.4,10.3,9.9
2022-03-12 19:00,18.8,19,17.6,12.7,10.4,9.9
2022-03-12 20:00,17.2,17.6,16.7,13,10.5,9.9
2022-03-12 21:00,15.7,16.3,15.6,13,10.5,9.8
2022-03-12 22:00,14.5,15.2,14.7,13.1,10.6,9.8
2022-03-12 23:00,14.2,14.7,14.1,13.1,10.7,9.8
2022-03-13 0:00,13.7,14.1,13.5,13,10.7,9.8
2022-03-13 1:00,13.5,13.9,13.2,12.9,10.9,9.8
2022-03-13 2:00,13.5,13.7,13,12.9,11,9.9
2022-03-13 3:00,13.6,13.7,12.9,12.9,11.1,9.9
2022-03-13 4:00,13.7,13.7,12.9,12.8,11.2,10
2022-03-13 5:00,13.6,13.7,12.7,12.7,11.2,9.9
2022-03-13 6:00,13.8,13.7,12.8,12.7,11.3,10
2022-03-13 7:00,13.8,13.7,12.7,12.6,11.3,10
2022-03-13 8:00,14,13.8,12.8,12.7,11.4,10.1
2022-03-13 9:00,14.4,14.1,12.9,12.6,11.3,10
2022-03-13 10:00,14.7,14.4,13.1,12.6,11.5,10.1
2022-03-13 11:00,14.9,14.6,13.3,12.6,11.5,10.1
2022-03-13 12:00,15.3,15,13.6,12.6,11.5,10.1
2022-03-13 13:00,15.4,15.2,13.7,12.6,11.4,10.1
2022-03-13 14:00,15.5,15.3,13.9,12.7,11.5,10.1
2022-03-13 15:00,15.7,15.5,14.1,12.8,11.5,10.2
2022-03-13 16:00,16.4,16.1,14.4,12.8,11.5,10.1
2022-03-13 17:00,16.3,16.1,14.6,12.8,11.6,10.1
2022-03-13 18:00,16.2,16,14.7,13,11.6,10.2
2022-03-13 19:00,15.7,15.7,14.4,13,11.6,10.1
2022-03-13 20:00,15.5,15.5,14.4,13.1,11.7,10.2
2022-03-13 21:00,15.2,15.2,14.1,13.1,11.6,10.1
2022-03-13 22:00,15,15.1,14.1,13.2,11.8,10.3
2022-03-13 23:00,13.9,14.1,13.4,13.1,11.7,10.1
2022-03-14 0:00,13.7,13.8,13.1,13.1,11.7,10.2
2022-03-14 1:00,13.7,13.8,13,13.1,11.8,10.2
2022-03-14 2:00,13.7,13.8,12.9,13.1,11.8,10.2
2022-03-14 3:00,13.8,13.8,12.9,13.1,11.9,10.2
2022-03-14 4:00,13.7,13.7,12.8,13,11.9,10.3
2022-03-14 5:00,13.4,13.5,12.6,12.9,11.9,10.2
2022-03-14 6:00,13.2,13.3,12.6,13,11.9,10.3
2022-03-14 7:00,12.9,13,12.3,12.9,11.9,10.3
2022-03-14 8:00,12.8,12.9,12.2,12.9,11.9,10.3
2022-03-14 9:00,12.9,12.9,12.1,12.8,11.9,10.3
2022-03-14 10:00,13.1,13,12.1,12.7,11.9,10.3
2022-03-14 11:00,13.3,13.3,12.2,12.7,11.9,10.3
2022-03-14 12:00,13.5,13.4,12.3,12.6,11.8,10.2
2022-03-14 13:00,14.2,14,12.6,12.6,11.8,10.3
2022-03-14 14:00,14.3,14.1,12.8,12.6,11.8,10.3
2022-03-14 15:00,14.1,14.1,12.9,12.7,11.9,10.4
2022-03-14 16:00,13.9,13.9,12.9,12.7,11.9,10.3
2022-03-14 17:00,14.1,14,12.9,12.7,11.9,10.4
2022-03-14 18:00,14.2,14.1,13,12.7,11.9,10.4
2022-03-14 19:00,13.8,13.8,12.9,12.8,11.9,10.4
2022-03-14 20:00,13.5,13.5,12.6,12.7,11.8,10.3
2022-03-14 21:00,13,13.2,12.5,12.8,11.9,10.4
2022-03-14 22:00,12,12.3,12,12.8,11.9,10.4
2022-03-14 23:00,11.2,11.5,11.4,12.7,11.9,10.4
2022-03-15 0:00,10.3,10.7,10.7,12.7,11.9,10.4
2022-03-15 1:00,9.4,9.8,10,12.5,11.8,10.4
2022-03-15 2:00,8.2,8.9,9.2,12.4,11.8,10.5
2022-03-15 3:00,7.2,7.9,8.4,12.2,11.8,10.4
2022-03-15 4:00,6.4,7.3,7.9,12.2,11.9,10.6
2022-03-15 5:00,5.6,6.4,7.1,11.9,11.8,10.6
2022-03-15 6:00,5,5.8,6.5,11.7,11.7,10.6
2022-03-15 7:00,4.4,5.2,5.9,11.4,11.7,10.6
2022-03-15 8:00,4.5,5,5.6,11.1,11.5,10.5
2022-03-15 9:00,6.1,6.1,6,10.7,11.4,10.5
2022-03-15 10:00,9.1,8.4,7.2,10.5,11.4,10.5
2022-03-15 11:00,12.1,10.8,8.9,10.3,11.3,10.5
2022-03-15 12:00,15,13.4,10.8,10.3,11.2,10.5
2022-03-15 13:00,17.7,15.9,12.8,10.4,11.2,10.5
2022-03-15 14:00,19.8,18.1,14.8,10.8,11.2,10.6
2022-03-15 15:00,21.2,19.6,16.2,11.1,11.1,10.6
2022-03-15 16:00,21.4,20.3,17.3,11.7,11.3,10.8
2022-03-15 17:00,20.3,19.8,17.5,12.2,11.3,10.8
2022-03-15 18:00,17.9,17.9,16.7,12.7,11.4,10.9
2022-03-15 19:00,15.6,16,15.4,12.9,11.4,10.8
2022-03-15 20:00,13.9,14.5,14.2,13.1,11.5,10.8
2022-03-15 21:00,12.4,13.1,13,13.1,11.5,10.7
2022-03-15 22:00,11.5,12.2,12.2,13.2,11.7,10.9
2022-03-15 23:00,10.5,11.2,11.2,12.9,11.6,10.7
2022-03-16 0:00,9.9,10.6,10.7,12.9,11.7,10.8
2022-03-16 1:00,8.7,9.5,9.8,12.6,11.7,10.7
2022-03-16 2:00,7.8,8.7,9.1,12.6,11.8,10.9
2022-03-16 3:00,7,7.8,8.3,12.4,11.8,10.8
2022-03-16 4:00,6.1,7,7.5,12,11.6,10.7
2022-03-16 5:00,5.5,6.4,7,11.9,11.7,10.9
2022-03-16 6:00,4.8,5.6,6.3,11.6,11.6,10.8
2022-03-16 7:00,4.3,5.1,5.7,11.3,11.5,10.8
2022-03-16 8:00,4.4,4.9,5.4,11,11.4,10.7
2022-03-16 9:00,6.3,6.2,6,10.8,11.4,10.8
2022-03-16 10:00,9.1,8.4,7.3,10.5,11.4,10.8
2022-03-16 11:00,12.4,10.9,9,10.3,11.3,10.8
2022-03-16 12:00,15.6,13.7,11.1,10.3,11.2,10.8
2022-03-16 13:00,18.8,16.7,13.5,10.5,11.2,10.8
2022-03-16 14:00,21.4,19.6,15.9,10.9,11.2,10.9
2022-03-16 15:00,23,21.4,17.7,11.3,11.2,10.9
2022-03-16 16:00,23.9,22.4,19,11.9,11.3,11
2022-03-16 17:00,23,22.1,19.4,12.5,11.4,11.1
2022-03-16 18:00,20.7,20.5,18.7,13,11.4,11
2022-03-16 19:00,18.4,18.7,17.7,13.4,11.6,11.1
2022-03-16 20:00,16.4,17,16.4,13.6,11.6,11
2022-03-16 21:00,14.9,15.6,15.3,13.8,11.7,11
2022-03-16 22:00,13.7,14.5,14.3,13.9,11.9,11
2022-03-16 23:00,12.4,13.3,13.3,13.8,11.9,11
2022-03-17 0:00,,,,,,
2022-03-17 1:00,10.7,11.4,11.6,13.6,12.1,11
2022-03-17 2:00,10.5,11.1,11.1,13.4,12.2,11
2022-03-17 3:00,10.5,11,10.8,13.4,12.3,11.1
2022-03-17 4:00,10.4,10.8,10.6,13.2,12.3,11.1
2022-03-17 5:00,10.2,10.5,10.3,13,12.3,11.2
2022-03-17 6:00,10.1,10.4,10.1,12.8,12.2,11.1
2022-03-17 7:00,10.1,10.4,10,12.7,12.3,11.1
2022-03-17 8:00,10.2,10.3,9.9,12.4,12.2,11.1
2022-03-17 9:00,10.9,10.8,10.2,12.5,12.3,11.3
2022-03-17 10:00,11.6,11.3,10.4,12.4,12.3,11.3
2022-03-17 11:00,11.8,11.6,10.7,12.4,12.3,11.3
2022-03-17 12:00,12.7,12.1,11,12.3,12.2,11.3
2022-03-17 13:00,13.6,13,11.5,12.2,12.2,11.2
2022-03-17 14:00,13.6,13.2,11.9,12.3,12.2,11.3
2022-03-17 15:00,13.2,13,11.9,12.2,12,11.2
2022-03-17 16:00,13.3,13.1,12,12.4,12.1,11.3
2022-03-17 17:00,12.9,12.9,11.9,12.4,12.1,11.3
2022-03-17 18:00,12,12.3,11.6,12.4,12.1,11.3
2022-03-17 19:00,11.3,11.7,11.2,12.4,12,11.3
2022-03-17 20:00,10.8,11.2,10.8,12.4,12,11.3
2022-03-17 21:00,10.4,10.8,10.4,12.4,12,11.3
2022-03-17 22:00,10.1,10.5,10.1,12.3,12,11.3
2022-03-17 23:00,9.9,10.2,9.9,12.2,12,11.3
2022-03-18 0:00,,,,,,
2022-03-18 1:00,9.4,9.7,9.4,12,12,11.3
2022-03-18 2:00,9.2,9.4,9.1,11.9,11.9,11.3
2022-03-18 3:00,9,9.3,8.9,11.8,11.9,11.3
2022-03-18 4:00,8.9,9.1,8.8,11.7,11.9,11.3
2022-03-18 5:00,8.8,9,8.6,11.6,11.8,11.3
2022-03-18 6:00,8.7,8.9,8.5,11.5,11.8,11.4
2022-03-18 7:00,8.6,8.8,8.4,11.4,11.8,11.4
2022-03-18 8:00,8.6,8.8,8.3,11.3,11.7,11.3
2022-03-18 9:00,9,9,8.3,11.1,11.7,11.3
2022-03-18 10:00,9.9,9.7,8.7,11.1,11.6,11.4
2022-03-18 11:00,10.5,10.4,9.2,11,11.6,11.4
2022-03-18 12:00,11.1,10.8,9.6,11,11.6,11.4
2022-03-18 13:00,11.5,11.3,10,11.1,11.5,11.4
2022-03-18 14:00,11.8,11.5,10.3,11,11.4,11.4
2022-03-18 15:00,11.5,11.4,10.4,11.1,11.5,11.4
2022-03-18 16:00,10.9,11,10.2,11.2,11.4,11.4
2022-03-18 17:00,10.4,10.5,9.9,11.3,11.4,11.4
2022-03-18 18:00,9.8,10,9.5,11.2,11.3,11.4
2022-03-18 19:00,9.4,9.6,9.2,11.3,11.4,11.5
2022-03-18 20:00,9,9.2,8.8,11.2,11.4,11.5
2022-03-18 21:00,8.7,8.9,8.5,11.1,11.4,11.4
2022-03-18 22:00,8.4,8.6,8.3,11.1,11.3,11.4
2022-03-18 23:00,8.1,8.3,8,11,11.3,11.4
2022-03-19 0:00,0,0,0,0,0,0
2022-03-19 1:00,7.7,7.8,7.5,10.7,11.2,11.4
2022-03-19 2:00,7.5,7.7,7.3,10.6,11.2,11.4
2022-03-19 3:00,7.4,7.6,7.2,10.5,11.2,11.4
2022-03-19 4:00,7.2,7.4,7.1,10.4,11.1,11.4
2022-03-19 5:00,7,7.2,6.9,10.3,11,11.3
2022-03-19 6:00,6.8,7.1,6.7,10.2,10.9,11.3
2022-03-19 7:00,6.8,7,6.7,10.2,10.9,11.4
2022-03-19 8:00,6.8,7,6.6,10.1,10.9,11.4
2022-03-19 9:00,7,7.1,6.6,9.9,10.7,11.3
2022-03-19 10:00,7.8,7.8,6.9,9.9,10.8,11.4
2022-03-19 11:00,8.1,8.1,7.2,9.7,10.6,11.3
2022-03-19 12:00,8.8,8.6,7.5,9.6,10.5,11.2
2022-03-19 13:00,10.6,10.3,8.6,9.9,10.8,11.5
2022-03-19 14:00,10.7,10.6,9,9.8,10.6,11.4
2022-03-19 15:00,11.1,11,9.6,10,10.7,11.5
2022-03-19 16:00,11.4,11.1,9.8,10.1,10.6,11.5
2022-03-19 17:00,11.5,11.3,10,10.2,10.7,11.5
2022-03-19 18:00,9.9,10,9.4,10.3,10.6,11.5
2022-03-19 19:00,8.8,9.1,8.7,10.3,10.6,11.5
2022-03-19 20:00,7.8,8.1,7.9,10.3,10.5,11.4
2022-03-19 21:00,6.8,7.3,7.3,10.3,10.5,11.4
2022-03-19 22:00,6.1,6.6,6.7,10.2,10.5,11.4
2022-03-19 23:00,5.5,6,6.2,10.1,10.5,11.4
2022-03-20 0:00,4.9,5.5,5.6,9.9,10.4,11.3
2022-03-20 1:00,4.6,5.1,5.3,9.8,10.4,11.4
2022-03-20 2:00,3.9,4.5,4.7,9.5,10.3,11.3
2022-03-20 3:00,3.6,4.2,4.4,9.4,10.3,11.3
2022-03-20 4:00,3.5,3.9,4.1,9.2,10.2,11.3
2022-03-20 5:00,3.5,3.8,3.9,8.9,10.1,11.2
2022-03-20 6:00,3.5,3.8,3.7,8.7,10,11.2
2022-03-20 7:00,3.1,3.6,3.5,8.6,10,11.2
2022-03-20 8:00,3.1,3.4,3.3,8.3,9.8,11.1
2022-03-20 9:00,4.5,4.3,3.8,8.2,9.7,11.1
2022-03-20 10:00,6.7,6.2,4.9,8.2,9.8,11.2
2022-03-20 11:00,9.1,8.2,6.4,8.2,9.8,11.3
2022-03-20 12:00,11.4,10.1,7.9,8.1,9.6,11.2
2022-03-20 13:00,13.5,12.3,9.7,8.3,9.7,11.3
2022-03-20 14:00,14,13,10.7,8.6,9.6,11.2
2022-03-20 15:00,14.6,13.7,11.4,8.8,9.5,11.2
2022-03-20 16:00,14.6,13.9,12,9.3,9.7,11.3
2022-03-20 17:00,13.4,13.2,11.8,9.7,9.7,11.3
2022-03-20 18:00,12,12,11.1,9.9,9.8,11.3
2022-03-20 19:00,10.6,10.8,10.2,10,9.7,11.2
2022-03-20 20:00,9.6,9.9,9.5,10.1,9.8,11.2
2022-03-20 21:00,8.8,9.1,8.8,10.1,9.8,11.1
2022-03-20 22:00,8.1,8.3,8.2,10.2,9.9,11.2
2022-03-20 23:00,7.5,7.8,7.7,10.2,10,11.2
